"fecha"	"cnt"
"2015-11-18"	"46"
"2015-11-19"	"48"
"2015-11-20"	"49"
"2015-11-21"	"46"
"2015-11-22"	"50"
"2015-11-23"	"49"
"2015-11-24"	"48"
"2015-11-25"	"54"
"2015-11-26"	"52"
"2015-11-27"	"33"
"2015-11-28"	"36"
"2015-11-29"	"54"
"2015-11-30"	"46"
"2015-12-01"	"85"
"2015-12-02"	"48"
"2015-12-03"	"43"
"2015-12-04"	"41"
"2015-12-05"	"31"
"2015-12-06"	"42"
"2015-12-07"	"53"
"2015-12-08"	"48"
"2015-12-09"	"36"
"2015-12-10"	"41"
"2015-12-11"	"44"
"2015-12-12"	"35"
"2015-12-13"	"58"
"2015-12-14"	"43"
"2015-12-15"	"42"
"2015-12-16"	"48"
"2015-12-17"	"27"
"2015-12-18"	"26"
"2015-12-19"	"40"
"2015-12-20"	"40"
"2015-12-21"	"51"
"2015-12-22"	"25"
"2015-12-23"	"27"
"2015-12-24"	"56"
"2015-12-25"	"68"
"2015-12-26"	"34"
"2015-12-27"	"26"
"2015-12-28"	"41"
"2015-12-29"	"31"
"2015-12-30"	"27"
"2015-12-31"	"32"
"2016-01-01"	"281"
"2016-01-02"	"60"
"2016-01-03"	"41"
"2016-01-04"	"65"
"2016-01-05"	"53"
"2016-01-06"	"58"
"2016-01-07"	"48"
"2016-01-08"	"60"
"2016-01-09"	"49"
"2016-01-10"	"64"
"2016-01-11"	"55"
"2016-01-12"	"64"
"2016-01-13"	"63"
"2016-01-14"	"65"
"2016-01-15"	"72"
"2016-01-16"	"54"
"2016-01-17"	"62"
"2016-01-18"	"71"
"2016-01-19"	"67"
"2016-01-20"	"67"
"2016-01-21"	"36"
"2016-01-22"	"44"
"2016-01-23"	"54"
"2016-01-24"	"52"
"2016-01-25"	"69"
"2016-01-26"	"42"
"2016-01-27"	"56"
"2016-01-28"	"55"
"2016-01-29"	"68"
"2016-01-30"	"52"
"2016-01-31"	"61"
"2016-02-01"	"144"
"2016-02-02"	"78"
"2016-02-03"	"56"
"2016-02-04"	"64"
"2016-02-05"	"65"
"2016-02-06"	"65"
"2016-02-07"	"75"
"2016-02-08"	"71"
"2016-02-09"	"69"
"2016-02-10"	"84"
"2016-02-11"	"62"
"2016-02-12"	"51"
"2016-02-13"	"60"
"2016-02-14"	"56"
"2016-02-15"	"67"
"2016-02-16"	"60"
"2016-02-17"	"59"
"2016-02-18"	"58"
"2016-02-19"	"59"
"2016-02-20"	"76"
"2016-02-21"	"48"
"2016-02-22"	"93"
"2016-02-23"	"71"
"2016-02-24"	"55"
"2016-02-25"	"74"
"2016-02-26"	"63"
"2016-02-27"	"60"
"2016-02-28"	"75"
"2016-02-29"	"66"
"2016-03-01"	"155"
"2016-03-02"	"76"
"2016-03-03"	"84"
"2016-03-04"	"72"
"2016-03-05"	"66"
"2016-03-06"	"82"
"2016-03-07"	"61"
"2016-03-08"	"48"
"2016-03-09"	"62"
"2016-03-10"	"72"
"2016-03-11"	"64"
"2016-03-12"	"64"
"2016-03-13"	"65"
"2016-03-14"	"82"
"2016-03-15"	"74"
"2016-03-16"	"72"
"2016-03-17"	"63"
"2016-03-18"	"72"
"2016-03-19"	"53"
"2016-03-20"	"66"
"2016-03-21"	"48"
"2016-03-22"	"46"
"2016-03-23"	"57"
"2016-03-24"	"39"
"2016-03-25"	"39"
"2016-03-26"	"37"
"2016-03-27"	"58"
"2016-03-28"	"60"
"2016-03-29"	"56"
"2016-03-30"	"58"
"2016-03-31"	"56"
"2016-04-01"	"138"
"2016-04-02"	"54"
"2016-04-03"	"68"
"2016-04-04"	"91"
"2016-04-05"	"70"
"2016-04-06"	"57"
"2016-04-07"	"60"
"2016-04-08"	"52"
"2016-04-09"	"43"
"2016-04-10"	"69"
"2016-04-11"	"47"
"2016-04-12"	"62"
"2016-04-13"	"55"
"2016-04-14"	"60"
"2016-04-15"	"85"
"2016-04-16"	"59"
"2016-04-17"	"64"
"2016-04-18"	"72"
"2016-04-19"	"66"
"2016-04-20"	"92"
"2016-04-21"	"40"
"2016-04-22"	"71"
"2016-04-23"	"53"
"2016-04-24"	"52"
"2016-04-25"	"67"
"2016-04-26"	"67"
"2016-04-27"	"52"
"2016-04-28"	"63"
"2016-04-29"	"44"
"2016-04-30"	"57"
"2016-05-01"	"135"
"2016-05-02"	"78"
"2016-05-03"	"57"
"2016-05-04"	"46"
"2016-05-05"	"65"
"2016-05-06"	"64"
"2016-05-07"	"54"
"2016-05-08"	"72"
"2016-05-09"	"51"
"2016-05-10"	"81"
"2016-05-11"	"64"
"2016-05-12"	"71"
"2016-05-13"	"63"
"2016-05-14"	"41"
"2016-05-15"	"96"
"2016-05-16"	"92"
"2016-05-17"	"63"
"2016-05-18"	"80"
"2016-05-19"	"75"
"2016-05-20"	"82"
"2016-05-21"	"68"
"2016-05-22"	"52"
"2016-05-23"	"66"
"2016-05-24"	"70"
"2016-05-25"	"57"
"2016-05-26"	"64"
"2016-05-27"	"59"
"2016-05-28"	"43"
"2016-05-29"	"45"
"2016-05-30"	"41"
"2016-05-31"	"58"
"2016-06-01"	"191"
"2016-06-02"	"67"
"2016-06-03"	"58"
"2016-06-04"	"43"
"2016-06-05"	"51"
"2016-06-06"	"48"
"2016-06-07"	"64"
"2016-06-08"	"83"
"2016-06-09"	"59"
"2016-06-10"	"93"
"2016-06-11"	"51"
"2016-06-12"	"71"
"2016-06-13"	"64"
"2016-06-14"	"64"
"2016-06-15"	"100"
"2016-06-16"	"67"
"2016-06-17"	"58"
"2016-06-18"	"52"
"2016-06-19"	"41"
"2016-06-20"	"71"
"2016-06-21"	"56"
"2016-06-22"	"67"
"2016-06-23"	"55"
"2016-06-24"	"68"
"2016-06-25"	"44"
"2016-06-26"	"50"
"2016-06-27"	"58"
"2016-06-28"	"38"
"2016-06-29"	"38"
"2016-06-30"	"56"
"2016-07-01"	"134"
"2016-07-02"	"57"
"2016-07-03"	"56"
"2016-07-04"	"53"
"2016-07-05"	"75"
"2016-07-06"	"57"
"2016-07-07"	"79"
"2016-07-08"	"70"
"2016-07-09"	"53"
"2016-07-10"	"67"
"2016-07-11"	"54"
"2016-07-12"	"73"
"2016-07-13"	"77"
"2016-07-14"	"75"
"2016-07-15"	"60"
"2016-07-16"	"57"
"2016-07-17"	"68"
"2016-07-18"	"72"
"2016-07-19"	"61"
"2016-07-20"	"56"
"2016-07-21"	"56"
"2016-07-22"	"59"
"2016-07-23"	"37"
"2016-07-24"	"64"
"2016-07-25"	"77"
"2016-07-26"	"50"
"2016-07-27"	"49"
"2016-07-28"	"54"
"2016-07-29"	"59"
"2016-07-30"	"46"
"2016-07-31"	"46"
"2016-08-01"	"182"
"2016-08-02"	"70"
"2016-08-03"	"56"
"2016-08-04"	"55"
"2016-08-05"	"73"
"2016-08-06"	"57"
"2016-08-07"	"58"
"2016-08-08"	"62"
"2016-08-09"	"72"
"2016-08-10"	"66"
"2016-08-11"	"66"
"2016-08-12"	"73"
"2016-08-13"	"62"
"2016-08-14"	"62"
"2016-08-15"	"73"
"2016-08-16"	"72"
"2016-08-17"	"77"
"2016-08-18"	"54"
"2016-08-19"	"52"
"2016-08-20"	"50"
"2016-08-21"	"55"
"2016-08-22"	"51"
"2016-08-23"	"53"
"2016-08-24"	"67"
"2016-08-25"	"53"
"2016-08-26"	"68"
"2016-08-27"	"58"
"2016-08-28"	"58"
"2016-08-29"	"55"
"2016-08-30"	"53"
"2016-08-31"	"55"
"2016-09-01"	"124"
"2016-09-02"	"68"
"2016-09-03"	"55"
"2016-09-04"	"57"
"2016-09-05"	"77"
"2016-09-06"	"56"
"2016-09-07"	"54"
"2016-09-08"	"86"
"2016-09-09"	"84"
"2016-09-10"	"62"
"2016-09-11"	"53"
"2016-09-12"	"79"
"2016-09-13"	"65"
"2016-09-14"	"76"
"2016-09-15"	"71"
"2016-09-16"	"77"
"2016-09-17"	"67"
"2016-09-18"	"71"
"2016-09-19"	"89"
"2016-09-20"	"76"
"2016-09-21"	"48"
"2016-09-22"	"49"
"2016-09-23"	"46"
"2016-09-24"	"51"
"2016-09-25"	"54"
"2016-09-26"	"68"
"2016-09-27"	"51"
"2016-09-28"	"48"
"2016-09-29"	"52"
"2016-09-30"	"70"
"2016-10-01"	"126"
"2016-10-02"	"61"
"2016-10-03"	"64"
"2016-10-04"	"64"
"2016-10-05"	"66"
"2016-10-06"	"57"
"2016-10-07"	"66"
"2016-10-08"	"67"
"2016-10-09"	"59"
"2016-10-10"	"81"
"2016-10-11"	"49"
"2016-10-12"	"63"
"2016-10-13"	"46"
"2016-10-14"	"60"
"2016-10-15"	"61"
"2016-10-16"	"74"
"2016-10-17"	"47"
"2016-10-18"	"69"
"2016-10-19"	"48"
"2016-10-20"	"91"
"2016-10-21"	"53"
"2016-10-22"	"49"
"2016-10-23"	"65"
"2016-10-24"	"60"
"2016-10-25"	"53"
"2016-10-26"	"46"
"2016-10-27"	"53"
"2016-10-28"	"65"
"2016-10-29"	"49"
"2016-10-30"	"48"
"2016-10-31"	"58"
"2016-11-01"	"166"
"2016-11-02"	"62"
"2016-11-03"	"57"
"2016-11-04"	"71"
"2016-11-05"	"57"
"2016-11-06"	"48"
"2016-11-07"	"42"
"2016-11-08"	"56"
"2016-11-09"	"64"
"2016-11-10"	"63"
"2016-11-11"	"80"
"2016-11-12"	"50"
"2016-11-13"	"57"
"2016-11-14"	"41"
"2016-11-15"	"102"
"2016-11-16"	"74"
"2016-11-17"	"44"
"2016-11-18"	"65"
"2016-11-19"	"53"
"2016-11-20"	"62"
"2016-11-21"	"60"
"2016-11-22"	"63"
"2016-11-23"	"42"
"2016-11-24"	"52"
"2016-11-25"	"54"
"2016-11-26"	"43"
"2016-11-27"	"48"
"2016-11-28"	"79"
"2016-11-29"	"44"
"2016-11-30"	"72"
"2016-12-01"	"144"
"2016-12-02"	"58"
"2016-12-03"	"48"
"2016-12-04"	"61"
"2016-12-05"	"53"
"2016-12-06"	"50"
"2016-12-07"	"65"
"2016-12-08"	"52"
"2016-12-09"	"43"
"2016-12-10"	"45"
"2016-12-11"	"46"
"2016-12-12"	"52"
"2016-12-13"	"65"
"2016-12-14"	"47"
"2016-12-15"	"91"
"2016-12-16"	"68"
"2016-12-17"	"51"
"2016-12-18"	"64"
"2016-12-19"	"55"
"2016-12-20"	"66"
"2016-12-21"	"40"
"2016-12-22"	"46"
"2016-12-23"	"43"
"2016-12-24"	"76"
"2016-12-25"	"91"
"2016-12-26"	"52"
"2016-12-27"	"48"
"2016-12-28"	"57"
"2016-12-29"	"41"
"2016-12-30"	"44"
"2016-12-31"	"50"
"2017-01-01"	"340"
"2017-01-02"	"80"
"2017-01-03"	"59"
"2017-01-04"	"67"
"2017-01-05"	"64"
"2017-01-06"	"56"
"2017-01-07"	"60"
"2017-01-08"	"44"
"2017-01-09"	"55"
"2017-01-10"	"98"
"2017-01-11"	"67"
"2017-01-12"	"77"
"2017-01-13"	"55"
"2017-01-14"	"54"
"2017-01-15"	"90"
"2017-01-16"	"58"
"2017-01-17"	"68"
"2017-01-18"	"88"
"2017-01-19"	"52"
"2017-01-20"	"62"
"2017-01-21"	"58"
"2017-01-22"	"67"
"2017-01-23"	"73"
"2017-01-24"	"56"
"2017-01-25"	"63"
"2017-01-26"	"42"
"2017-01-27"	"60"
"2017-01-28"	"69"
"2017-01-29"	"53"
"2017-01-30"	"75"
"2017-01-31"	"57"
"2017-02-01"	"178"
"2017-02-02"	"74"
"2017-02-03"	"70"
"2017-02-04"	"59"
"2017-02-05"	"57"
"2017-02-06"	"86"
"2017-02-07"	"75"
"2017-02-08"	"81"
"2017-02-09"	"66"
"2017-02-10"	"85"
"2017-02-11"	"62"
"2017-02-12"	"71"
"2017-02-13"	"66"
"2017-02-14"	"67"
"2017-02-15"	"93"
"2017-02-16"	"90"
"2017-02-17"	"80"
"2017-02-18"	"72"
"2017-02-19"	"59"
"2017-02-20"	"93"
"2017-02-21"	"64"
"2017-02-22"	"85"
"2017-02-23"	"86"
"2017-02-24"	"59"
"2017-02-25"	"57"
"2017-02-26"	"64"
"2017-02-27"	"63"
"2017-02-28"	"73"
"2017-03-01"	"161"
"2017-03-02"	"76"
"2017-03-03"	"83"
"2017-03-04"	"54"
"2017-03-05"	"72"
"2017-03-06"	"66"
"2017-03-07"	"54"
"2017-03-08"	"86"
"2017-03-09"	"81"
"2017-03-10"	"94"
"2017-03-11"	"60"
"2017-03-12"	"66"
"2017-03-13"	"67"
"2017-03-14"	"69"
"2017-03-15"	"88"
"2017-03-16"	"76"
"2017-03-17"	"82"
"2017-03-18"	"69"
"2017-03-19"	"64"
"2017-03-20"	"56"
"2017-03-21"	"65"
"2017-03-22"	"61"
"2017-03-23"	"74"
"2017-03-24"	"60"
"2017-03-25"	"63"
"2017-03-26"	"56"
"2017-03-27"	"72"
"2017-03-28"	"81"
"2017-03-29"	"73"
"2017-03-30"	"52"
"2017-03-31"	"78"
"2017-04-01"	"132"
"2017-04-02"	"82"
"2017-04-03"	"85"
"2017-04-04"	"75"
"2017-04-05"	"93"
"2017-04-06"	"72"
"2017-04-07"	"69"
"2017-04-08"	"46"
"2017-04-09"	"74"
"2017-04-10"	"66"
"2017-04-11"	"57"
"2017-04-12"	"73"
"2017-04-13"	"49"
"2017-04-14"	"45"
"2017-04-15"	"74"
"2017-04-16"	"49"
"2017-04-17"	"87"
"2017-04-18"	"91"
"2017-04-19"	"55"
"2017-04-20"	"63"
"2017-04-21"	"57"
"2017-04-22"	"62"
"2017-04-23"	"68"
"2017-04-24"	"82"
"2017-04-25"	"61"
"2017-04-26"	"66"
"2017-04-27"	"68"
"2017-04-28"	"102"
"2017-04-29"	"59"
"2017-04-30"	"76"
"2017-05-01"	"153"
"2017-05-02"	"86"
"2017-05-03"	"67"
"2017-05-04"	"84"
"2017-05-05"	"98"
"2017-05-06"	"81"
"2017-05-07"	"69"
"2017-05-08"	"95"
"2017-05-09"	"80"
"2017-05-10"	"99"
"2017-05-11"	"76"
"2017-05-12"	"78"
"2017-05-13"	"71"
"2017-05-14"	"74"
"2017-05-15"	"94"
"2017-05-16"	"82"
"2017-05-17"	"91"
"2017-05-18"	"85"
"2017-05-19"	"80"
"2017-05-20"	"82"
"2017-05-21"	"71"
"2017-05-22"	"94"
"2017-05-23"	"82"
"2017-05-24"	"49"
"2017-05-25"	"80"
"2017-05-26"	"69"
"2017-05-27"	"58"
"2017-05-28"	"62"
"2017-05-29"	"41"
"2017-05-30"	"86"
"2017-05-31"	"81"
"2017-06-01"	"174"
"2017-06-02"	"86"
"2017-06-03"	"64"
"2017-06-04"	"78"
"2017-06-05"	"80"
"2017-06-06"	"73"
"2017-06-07"	"56"
"2017-06-08"	"60"
"2017-06-09"	"86"
"2017-06-10"	"63"
"2017-06-11"	"68"
"2017-06-12"	"79"
"2017-06-13"	"79"
"2017-06-14"	"81"
"2017-06-15"	"107"
"2017-06-16"	"75"
"2017-06-17"	"62"
"2017-06-18"	"68"
"2017-06-19"	"66"
"2017-06-20"	"95"
"2017-06-21"	"61"
"2017-06-22"	"61"
"2017-06-23"	"72"
"2017-06-24"	"69"
"2017-06-25"	"73"
"2017-06-26"	"51"
"2017-06-27"	"72"
"2017-06-28"	"67"
"2017-06-29"	"62"
"2017-06-30"	"72"
"2017-07-01"	"120"
"2017-07-02"	"78"
"2017-07-03"	"76"
"2017-07-04"	"68"
"2017-07-05"	"80"
"2017-07-06"	"61"
"2017-07-07"	"100"
"2017-07-08"	"61"
"2017-07-09"	"56"
"2017-07-10"	"88"
"2017-07-11"	"74"
"2017-07-12"	"82"
"2017-07-13"	"69"
"2017-07-14"	"80"
"2017-07-15"	"89"
"2017-07-16"	"75"
"2017-07-17"	"81"
"2017-07-18"	"63"
"2017-07-19"	"81"
"2017-07-20"	"72"
"2017-07-21"	"67"
"2017-07-22"	"66"
"2017-07-23"	"55"
"2017-07-24"	"70"
"2017-07-25"	"87"
"2017-07-26"	"75"
"2017-07-27"	"76"
"2017-07-28"	"71"
"2017-07-29"	"61"
"2017-07-30"	"75"
"2017-07-31"	"81"
"2017-08-01"	"156"
"2017-08-02"	"75"
"2017-08-03"	"67"
"2017-08-04"	"81"
"2017-08-05"	"63"
"2017-08-06"	"58"
"2017-08-07"	"56"
"2017-08-08"	"99"
"2017-08-09"	"68"
"2017-08-10"	"91"
"2017-08-11"	"80"
"2017-08-12"	"65"
"2017-08-13"	"60"
"2017-08-14"	"87"
"2017-08-15"	"115"
"2017-08-16"	"74"
"2017-08-17"	"83"
"2017-08-18"	"105"
"2017-08-19"	"56"
"2017-08-20"	"71"
"2017-08-21"	"63"
"2017-08-22"	"92"
"2017-08-23"	"100"
"2017-08-24"	"91"
"2017-08-25"	"86"
"2017-08-26"	"56"
"2017-08-27"	"60"
"2017-08-28"	"78"
"2017-08-29"	"80"
"2017-08-30"	"89"
"2017-08-31"	"81"
"2017-09-01"	"157"
"2017-09-02"	"58"
"2017-09-03"	"76"
"2017-09-04"	"88"
"2017-09-05"	"114"
"2017-09-06"	"86"
"2017-09-07"	"76"
"2017-09-08"	"91"
"2017-09-09"	"55"
"2017-09-10"	"63"
"2017-09-11"	"63"
"2017-09-12"	"77"
"2017-09-13"	"77"
"2017-09-14"	"95"
"2017-09-15"	"130"
"2017-09-16"	"82"
"2017-09-17"	"92"
"2017-09-18"	"99"
"2017-09-19"	"97"
"2017-09-20"	"104"
"2017-09-21"	"89"
"2017-09-22"	"83"
"2017-09-23"	"51"
"2017-09-24"	"74"
"2017-09-25"	"80"
"2017-09-26"	"71"
"2017-09-27"	"68"
"2017-09-28"	"76"
"2017-09-29"	"75"
"2017-09-30"	"62"
"2017-10-01"	"153"
"2017-10-02"	"109"
"2017-10-03"	"78"
"2017-10-04"	"70"
"2017-10-05"	"66"
"2017-10-06"	"62"
"2017-10-07"	"77"
"2017-10-08"	"69"
"2017-10-09"	"91"
"2017-10-10"	"111"
"2017-10-11"	"57"
"2017-10-12"	"66"
"2017-10-13"	"82"
"2017-10-14"	"65"
"2017-10-15"	"95"
"2017-10-16"	"60"
"2017-10-17"	"91"
"2017-10-18"	"80"
"2017-10-19"	"72"
"2017-10-20"	"107"
"2017-10-21"	"61"
"2017-10-22"	"76"
"2017-10-23"	"69"
"2017-10-24"	"62"
"2017-10-25"	"61"
"2017-10-26"	"54"
"2017-10-27"	"66"
"2017-10-28"	"51"
"2017-10-29"	"36"
"2017-10-30"	"41"
"2017-10-31"	"59"
"2017-11-01"	"128"
"2017-11-02"	"75"
"2017-11-03"	"78"
"2017-11-04"	"66"
"2017-11-05"	"82"
"2017-11-06"	"61"
"2017-11-07"	"87"
"2017-11-08"	"74"
"2017-11-09"	"82"
"2017-11-10"	"90"
"2017-11-11"	"65"
"2017-11-12"	"67"
"2017-11-13"	"68"
"2017-11-14"	"91"
"2017-11-15"	"111"
"2017-11-16"	"87"
"2017-11-17"	"101"
"2017-11-18"	"67"
"2017-11-19"	"54"
"2017-11-20"	"94"
"2017-11-21"	"70"
"2017-11-22"	"71"
"2017-11-23"	"82"
"2017-11-24"	"80"
"2017-11-25"	"63"
"2017-11-26"	"73"
"2017-11-27"	"87"
"2017-11-28"	"76"
"2017-11-29"	"66"
"2017-11-30"	"57"
"2017-12-01"	"124"
"2017-12-02"	"68"
"2017-12-03"	"71"
"2017-12-04"	"64"
"2017-12-05"	"79"
"2017-12-06"	"70"
"2017-12-07"	"53"
"2017-12-08"	"64"
"2017-12-09"	"68"
"2017-12-10"	"63"
"2017-12-11"	"68"
"2017-12-12"	"57"
"2017-12-13"	"56"
"2017-12-14"	"74"
"2017-12-15"	"75"
"2017-12-16"	"54"
"2017-12-17"	"68"
"2017-12-18"	"50"
"2017-12-19"	"38"
"2017-12-20"	"60"
"2017-12-21"	"43"
"2017-12-22"	"53"
"2017-12-23"	"34"
"2017-12-24"	"57"
"2017-12-25"	"56"
"2017-12-26"	"44"
"2017-12-27"	"40"
"2017-12-28"	"41"
"2017-12-29"	"42"
"2017-12-30"	"26"
"2017-12-31"	"55"
"2018-01-01"	"240"
"2018-01-02"	"61"
"2018-01-03"	"64"
"2018-01-04"	"57"
"2018-01-05"	"69"
"2018-01-06"	"73"
"2018-01-07"	"58"
"2018-01-08"	"50"
"2018-01-09"	"66"
"2018-01-10"	"83"
"2018-01-11"	"76"
"2018-01-12"	"67"
"2018-01-13"	"75"
"2018-01-14"	"61"
"2018-01-15"	"111"
"2018-01-16"	"71"
"2018-01-17"	"91"
"2018-01-18"	"71"
"2018-01-19"	"66"
"2018-01-20"	"83"
"2018-01-21"	"51"
"2018-01-22"	"79"
"2018-01-23"	"67"
"2018-01-24"	"83"
"2018-01-25"	"81"
"2018-01-26"	"71"
"2018-01-27"	"59"
"2018-01-28"	"58"
"2018-01-29"	"72"
"2018-01-30"	"75"
"2018-01-31"	"59"
"2018-02-01"	"111"
"2018-02-02"	"72"
"2018-02-03"	"46"
"2018-02-04"	"49"
"2018-02-05"	"61"
"2018-02-06"	"70"
"2018-02-07"	"50"
"2018-02-08"	"41"
"2018-02-09"	"67"
"2018-02-10"	"49"
"2018-02-11"	"37"
"2018-02-12"	"54"
"2018-02-13"	"47"
"2018-02-14"	"61"
"2018-02-15"	"67"
"2018-02-16"	"60"
"2018-02-17"	"37"
"2018-02-18"	"50"
"2018-02-19"	"59"
"2018-02-20"	"85"
"2018-02-21"	"66"
"2018-02-22"	"83"
"2018-02-23"	"96"
"2018-02-24"	"69"
"2018-02-25"	"70"
"2018-02-26"	"81"
"2018-02-27"	"73"
"2018-02-28"	"75"
"2018-03-01"	"126"
"2018-03-02"	"75"
"2018-03-03"	"62"
"2018-03-04"	"62"
"2018-03-05"	"81"
"2018-03-06"	"68"
"2018-03-07"	"65"
"2018-03-08"	"83"
"2018-03-09"	"76"
"2018-03-10"	"76"
"2018-03-11"	"75"
"2018-03-12"	"93"
"2018-03-13"	"99"
"2018-03-14"	"104"
"2018-03-15"	"100"
"2018-03-16"	"80"
"2018-03-17"	"55"
"2018-03-18"	"74"
"2018-03-19"	"63"
"2018-03-20"	"106"
"2018-03-21"	"74"
"2018-03-22"	"99"
"2018-03-23"	"81"
"2018-03-24"	"60"
"2018-03-25"	"58"
"2018-03-26"	"64"
"2018-03-27"	"78"
"2018-03-28"	"65"
"2018-03-29"	"47"
"2018-03-30"	"40"
"2018-03-31"	"37"
"2018-04-01"	"109"
"2018-04-02"	"88"
"2018-04-03"	"81"
"2018-04-04"	"87"
"2018-04-05"	"80"
"2018-04-06"	"81"
"2018-04-07"	"74"
"2018-04-08"	"71"
"2018-04-09"	"86"
"2018-04-10"	"84"
"2018-04-11"	"83"
"2018-04-12"	"75"
"2018-04-13"	"69"
"2018-04-14"	"57"
"2018-04-15"	"93"
"2018-04-16"	"111"
"2018-04-17"	"92"
"2018-04-18"	"101"
"2018-04-19"	"80"
"2018-04-20"	"107"
"2018-04-21"	"74"
"2018-04-22"	"71"
"2018-04-23"	"64"
"2018-04-24"	"95"
"2018-04-25"	"70"
"2018-04-26"	"69"
"2018-04-27"	"85"
"2018-04-28"	"79"
"2018-04-29"	"64"
"2018-04-30"	"84"
"2018-05-01"	"129"
"2018-05-02"	"87"
"2018-05-03"	"82"
"2018-05-04"	"78"
"2018-05-05"	"85"
"2018-05-06"	"62"
"2018-05-07"	"82"
"2018-05-08"	"79"
"2018-05-09"	"84"
"2018-05-10"	"78"
"2018-05-11"	"77"
"2018-05-12"	"80"
"2018-05-13"	"76"
"2018-05-14"	"63"
"2018-05-15"	"113"
"2018-05-16"	"95"
"2018-05-17"	"88"
"2018-05-18"	"74"
"2018-05-19"	"56"
"2018-05-20"	"73"
"2018-05-21"	"63"
"2018-05-22"	"86"
"2018-05-23"	"99"
"2018-05-24"	"75"
"2018-05-25"	"78"
"2018-05-26"	"62"
"2018-05-27"	"63"
"2018-05-28"	"100"
"2018-05-29"	"96"
"2018-05-30"	"85"
"2018-05-31"	"84"
"2018-06-01"	"141"
"2018-06-02"	"69"
"2018-06-03"	"85"
"2018-06-04"	"59"
"2018-06-05"	"79"
"2018-06-06"	"94"
"2018-06-07"	"73"
"2018-06-08"	"89"
"2018-06-09"	"83"
"2018-06-10"	"71"
"2018-06-11"	"79"
"2018-06-12"	"82"
"2018-06-13"	"86"
"2018-06-14"	"76"
"2018-06-15"	"96"
"2018-06-16"	"46"
"2018-06-17"	"59"
"2018-06-18"	"95"
"2018-06-19"	"59"
"2018-06-20"	"75"
"2018-06-21"	"79"
"2018-06-22"	"75"
"2018-06-23"	"53"
"2018-06-24"	"72"
"2018-06-25"	"91"
"2018-06-26"	"63"
"2018-06-27"	"80"
"2018-06-28"	"64"
"2018-06-29"	"74"
"2018-06-30"	"60"
"2018-07-01"	"111"
"2018-07-02"	"50"
"2018-07-03"	"83"
"2018-07-04"	"77"
"2018-07-05"	"68"
"2018-07-06"	"54"
"2018-07-07"	"72"
"2018-07-08"	"72"
"2018-07-09"	"82"
"2018-07-10"	"74"
"2018-07-11"	"72"
"2018-07-12"	"80"
"2018-07-13"	"92"
"2018-07-14"	"60"
"2018-07-15"	"78"
"2018-07-16"	"97"
"2018-07-17"	"107"
"2018-07-18"	"111"
"2018-07-19"	"98"
"2018-07-20"	"73"
"2018-07-21"	"67"
"2018-07-22"	"62"
"2018-07-23"	"80"
"2018-07-24"	"92"
"2018-07-25"	"84"
"2018-07-26"	"102"
"2018-07-27"	"80"
"2018-07-28"	"72"
"2018-07-29"	"76"
"2018-07-30"	"82"
"2018-07-31"	"63"
"2018-08-01"	"130"
"2018-08-02"	"83"
"2018-08-03"	"76"
"2018-08-04"	"65"
"2018-08-05"	"87"
"2018-08-06"	"77"
"2018-08-07"	"59"
"2018-08-08"	"81"
"2018-08-09"	"92"
"2018-08-10"	"103"
"2018-08-11"	"63"
"2018-08-12"	"77"
"2018-08-13"	"103"
"2018-08-14"	"95"
"2018-08-15"	"114"
"2018-08-16"	"80"
"2018-08-17"	"95"
"2018-08-18"	"81"
"2018-08-19"	"78"
"2018-08-20"	"67"
"2018-08-21"	"77"
"2018-08-22"	"79"
"2018-08-23"	"68"
"2018-08-24"	"72"
"2018-08-25"	"49"
"2018-08-26"	"63"
"2018-08-27"	"77"
"2018-08-28"	"66"
"2018-08-29"	"78"
"2018-08-30"	"99"
"2018-08-31"	"77"
"2018-09-01"	"69"
"2018-09-02"	"70"
"2018-09-03"	"67"
"2018-09-04"	"93"
"2018-09-05"	"89"
"2018-09-06"	"76"
"2018-09-07"	"80"
"2018-09-08"	"63"
"2018-09-09"	"63"
"2018-09-10"	"88"
"2018-09-11"	"73"
"2018-09-12"	"84"
"2018-09-13"	"74"
"2018-09-14"	"87"
"2018-09-15"	"48"
"2018-09-16"	"75"
"2018-09-17"	"75"
"2018-09-18"	"66"
"2018-09-19"	"60"
"2018-09-20"	"54"
"2018-09-21"	"52"
"2018-09-22"	"47"
"2018-09-23"	"60"
"2018-09-24"	"75"
"2018-09-25"	"49"
"2018-09-26"	"48"
"2018-09-27"	"42"
"2018-09-28"	"33"
"2018-09-29"	"28"
"2018-09-30"	"56"
